frame_id,frame_size,frag_id,frag_cnt
181, 1455, 1, 3
181, 890, 2, 3
182, 1455, 0, 3
182, 1455, 1, 3
182, 740, 2, 3
183, 1455, 0, 3
183, 1455, 1, 3
183, 1267, 2, 3
184, 1455, 0, 3
184, 1455, 1, 3
184, 1151, 2, 3
185, 1455, 0, 4
185, 1455, 1, 4
185, 1455, 2, 4
185, 189, 3, 4
186, 1455, 0, 3
186, 1455, 1, 3
186, 1448, 2, 3
187, 1455, 0, 3
187, 1455, 1, 3
187, 1330, 2, 3
188, 1455, 0, 4
188, 1455, 1, 4
188, 1455, 2, 4
188, 177, 3, 4
189, 1455, 0, 4
189, 1455, 1, 4
189, 1455, 2, 4
189, 458, 3, 4
190, 1455, 0, 4
190, 1455, 1, 4
190, 1455, 2, 4
190, 482, 3, 4
191, 1455, 0, 4
191, 1455, 1, 4
191, 1455, 2, 4
191, 400, 3, 4
192, 1455, 0, 4
192, 1455, 1, 4
192, 1455, 2, 4
192, 156, 3, 4
193, 1455, 0, 3
193, 1455, 1, 3
193, 881, 2, 3
194, 1455, 0, 3
194, 1455, 1, 3
194, 1416, 2, 3
195, 1455, 0, 4
195, 1455, 1, 4
195, 1455, 2, 4
195, 136, 3, 4
196, 1455, 0, 3
196, 1455, 1, 3
196, 1340, 2, 3
197, 1455, 0, 3
197, 1455, 1, 3
197, 1388, 2, 3
198, 1455, 0, 3
198, 1455, 1, 3
198, 1302, 2, 3
199, 1455, 0, 3
199, 1455, 1, 3
199, 1082, 2, 3
200, 1455, 0, 3
200, 1455, 1, 3
200, 1020, 2, 3
201, 1455, 0, 3
201, 1455, 1, 3
201, 706, 2, 3
202, 1455, 0, 3
202, 1455, 1, 3
202, 1282, 2, 3
203, 1455, 0, 3
203, 1455, 1, 3
203, 889, 2, 3
204, 1455, 0, 3
204, 1455, 1, 3
204, 1063, 2, 3
205, 1455, 0, 3
205, 1455, 1, 3
205, 924, 2, 3
206, 1455, 0, 3
206, 1455, 1, 3
206, 1060, 2, 3
207, 1455, 0, 4
207, 1455, 1, 4
207, 1455, 2, 4
207, 23, 3, 4
208, 1455, 0, 3
208, 1455, 1, 3
208, 982, 2, 3
209, 1455, 0, 3
209, 1455, 1, 3
209, 844, 2, 3
210, 1455, 0, 3
210, 1455, 1, 3
210, 790, 2, 3
211, 1455, 0, 3
211, 1455, 1, 3
211, 1163, 2, 3
212, 1455, 0, 3
212, 1455, 1, 3
212, 1021, 2, 3
213, 1455, 0, 3
213, 1455, 1, 3
213, 1257, 2, 3
214, 1455, 0, 3
214, 1455, 1, 3
214, 1202, 2, 3
215, 1455, 0, 3
215, 1455, 1, 3
215, 1260, 2, 3
216, 1455, 0, 3
216, 1455, 1, 3
216, 942, 2, 3
217, 1455, 0, 3
217, 1455, 1, 3
217, 1156, 2, 3
218, 1455, 0, 3
218, 1455, 1, 3
218, 1171, 2, 3
219, 1455, 0, 3
219, 1455, 1, 3
219, 1114, 2, 3
220, 1455, 0, 3
220, 1455, 1, 3
220, 1023, 2, 3
221, 1455, 0, 4
221, 1455, 1, 4
221, 1455, 2, 4
221, 29, 3, 4
222, 1455, 0, 3
222, 1455, 1, 3
222, 1148, 2, 3
223, 1455, 0, 3
223, 1455, 1, 3
223, 866, 2, 3
224, 1455, 0, 3
224, 1455, 1, 3
224, 1192, 2, 3
225, 1455, 0, 4
225, 1455, 1, 4
225, 1455, 2, 4
225, 23, 3, 4
226, 1455, 0, 3
226, 1455, 1, 3
226, 1388, 2, 3
227, 1455, 0, 4
227, 1455, 1, 4
227, 1455, 2, 4
227, 81, 3, 4
228, 1455, 0, 4
228, 1455, 1, 4
228, 1455, 2, 4
228, 561, 3, 4
229, 1455, 0, 4
229, 1455, 1, 4
229, 1455, 2, 4
229, 512, 3, 4
230, 1455, 0, 4
230, 1455, 1, 4
230, 1455, 2, 4
230, 281, 3, 4
231, 1455, 0, 4
231, 1455, 1, 4
231, 1455, 2, 4
231, 218, 3, 4
232, 1455, 0, 4
232, 1455, 1, 4
232, 1455, 2, 4
232, 195, 3, 4
233, 1455, 0, 3
233, 1455, 1, 3
233, 1232, 2, 3
234, 1455, 0, 3
234, 1455, 1, 3
234, 1139, 2, 3
235, 1455, 0, 4
235, 1455, 1, 4
235, 1455, 2, 4
235, 96, 3, 4
236, 1455, 0, 4
236, 1455, 1, 4
236, 1455, 2, 4
236, 97, 3, 4
237, 1455, 0, 3
237, 1455, 1, 3
237, 1207, 2, 3
238, 1455, 0, 3
238, 1455, 1, 3
238, 1199, 2, 3
239, 1455, 0, 3
239, 1455, 1, 3
239, 1144, 2, 3
240, 1455, 0, 7
240, 1455, 1, 7
240, 1455, 2, 7
240, 1455, 3, 7
240, 1455, 4, 7
240, 1455, 5, 7
240, 1078, 6, 7
241, 1455, 0, 3
241, 1455, 1, 3
241, 560, 2, 3
242, 1455, 0, 3
242, 1455, 1, 3
242, 1090, 2, 3
243, 1455, 0, 3
243, 1455, 1, 3
243, 1117, 2, 3
244, 1455, 0, 3
244, 1455, 1, 3
244, 566, 2, 3
245, 1455, 0, 3
245, 1455, 1, 3
245, 417, 2, 3
246, 1455, 0, 3
246, 1455, 1, 3
246, 707, 2, 3
247, 1455, 0, 3
247, 1455, 1, 3
247, 373, 2, 3
248, 1455, 0, 3
248, 1455, 1, 3
248, 681, 2, 3
249, 1455, 0, 3
249, 1455, 1, 3
249, 120, 2, 3
250, 1455, 0, 3
250, 1455, 1, 3
250, 786, 2, 3
251, 1455, 0, 3
251, 1455, 1, 3
251, 1004, 2, 3
252, 1455, 0, 3
252, 1455, 1, 3
252, 493, 2, 3
253, 1455, 0, 3
253, 1455, 1, 3
253, 890, 2, 3
254, 1455, 0, 3
254, 1455, 1, 3
254, 1113, 2, 3
255, 1455, 0, 3
255, 1455, 1, 3
255, 1296, 2, 3
256, 1455, 0, 3
256, 1455, 1, 3
256, 1285, 2, 3
257, 1455, 0, 3
257, 1455, 1, 3
257, 928, 2, 3
258, 1455, 0, 3
258, 1455, 1, 3
258, 652, 2, 3
259, 1455, 0, 3
259, 1455, 1, 3
259, 1287, 2, 3
260, 1455, 0, 3
260, 1455, 1, 3
260, 1326, 2, 3
261, 1455, 0, 3
261, 1455, 1, 3
261, 1070, 2, 3
262, 1455, 0, 3
262, 1455, 1, 3
262, 967, 2, 3
263, 1455, 0, 3
263, 1455, 1, 3
263, 1057, 2, 3
264, 1455, 0, 3
264, 1455, 1, 3
264, 916, 2, 3
265, 1455, 0, 3
265, 1455, 1, 3
265, 924, 2, 3
266, 1455, 0, 3
266, 1455, 1, 3
266, 493, 2, 3
267, 1455, 0, 3
267, 1455, 1, 3
267, 1015, 2, 3
268, 1455, 0, 3
268, 1455, 1, 3
268, 1227, 2, 3
269, 1455, 0, 3
269, 1455, 1, 3
269, 919, 2, 3
270, 1455, 0, 3
270, 1455, 1, 3
270, 1442, 2, 3
271, 1455, 0, 3
271, 1455, 1, 3
271, 933, 2, 3
272, 1455, 0, 3
272, 1455, 1, 3
272, 1394, 2, 3
273, 1455, 0, 3
273, 1455, 1, 3
273, 774, 2, 3
274, 1455, 0, 3
274, 1455, 1, 3
274, 1171, 2, 3
275, 1455, 0, 3
275, 1455, 1, 3
275, 585, 2, 3
276, 1455, 0, 3
276, 1455, 1, 3
276, 1125, 2, 3
277, 1455, 0, 3
277, 1455, 1, 3
277, 1218, 2, 3
278, 1455, 0, 3
278, 1455, 1, 3
278, 1168, 2, 3
279, 1455, 0, 3
279, 1455, 1, 3
279, 1454, 2, 3
280, 1455, 0, 3
280, 1455, 1, 3
280, 1095, 2, 3
281, 1455, 0, 3
281, 1455, 1, 3
281, 1304, 2, 3
282, 1455, 0, 3
282, 1455, 1, 3
282, 1168, 2, 3
283, 1455, 0, 4
283, 1455, 1, 4
283, 1455, 2, 4
283, 93, 3, 4
284, 1455, 0, 3
284, 1455, 1, 3
284, 829, 2, 3
285, 1455, 0, 4
285, 1455, 1, 4
285, 1455, 2, 4
285, 339, 3, 4
286, 1455, 0, 3
286, 1455, 1, 3
286, 1121, 2, 3
287, 1455, 0, 3
287, 1455, 1, 3
287, 1407, 2, 3
288, 1455, 0, 3
288, 1455, 1, 3
288, 1386, 2, 3
289, 1455, 0, 4
289, 1455, 1, 4
289, 1455, 2, 4
289, 82, 3, 4
290, 1455, 0, 3
290, 1455, 1, 3
290, 1396, 2, 3
291, 1455, 0, 3
291, 1455, 1, 3
291, 1234, 2, 3
292, 1455, 0, 3
292, 1455, 1, 3
292, 453, 2, 3
293, 1455, 0, 4
293, 1455, 1, 4
293, 1455, 2, 4
293, 217, 3, 4
294, 1455, 0, 3
294, 1455, 1, 3
294, 1413, 2, 3
295, 1455, 0, 4
295, 1455, 1, 4
295, 1455, 2, 4
295, 238, 3, 4
296, 1455, 0, 4
296, 1455, 1, 4
296, 1455, 2, 4
296, 646, 3, 4
297, 1455, 0, 4
297, 1455, 1, 4
297, 1455, 2, 4
297, 8, 3, 4
298, 1455, 0, 4
298, 1455, 1, 4
298, 1455, 2, 4
298, 54, 3, 4
299, 1455, 0, 4
299, 1455, 1, 4
299, 1455, 2, 4
299, 286, 3, 4
300, 1455, 0, 3
300, 1455, 1, 3
300, 759, 2, 3
301, 1455, 0, 3
301, 1455, 1, 3
301, 1165, 2, 3
302, 1455, 0, 4
302, 1455, 1, 4
302, 1455, 2, 4
302, 86, 3, 4
303, 1455, 0, 3
303, 1455, 1, 3
303, 1264, 2, 3
304, 1455, 0, 4
304, 1455, 1, 4
304, 1455, 2, 4
304, 328, 3, 4
305, 1455, 0, 3
305, 1455, 1, 3
305, 1388, 2, 3
306, 1455, 0, 4
306, 1455, 1, 4
306, 1455, 2, 4
306, 6, 3, 4
307, 1455, 0, 4
307, 1455, 1, 4
307, 1455, 2, 4
307, 477, 3, 4
308, 1455, 0, 3
308, 1455, 1, 3
308, 777, 2, 3
309, 1455, 0, 3
309, 1455, 1, 3
309, 1304, 2, 3
310, 1455, 0, 3
310, 1455, 1, 3
310, 1246, 2, 3
311, 1455, 0, 3
311, 1455, 1, 3
311, 722, 2, 3
312, 1455, 0, 3
312, 1455, 1, 3
312, 1085, 2, 3
313, 1455, 0, 3
313, 1455, 1, 3
313, 1151, 2, 3
314, 1455, 0, 3
314, 1455, 1, 3
314, 1077, 2, 3
315, 1455, 0, 3
315, 1455, 1, 3
315, 1091, 2, 3
316, 1455, 0, 4
316, 1455, 1, 4
316, 1455, 2, 4
316, 113, 3, 4
317, 1455, 0, 3
317, 1455, 1, 3
317, 1417, 2, 3
318, 1455, 0, 3
318, 1455, 1, 3
318, 1220, 2, 3
319, 1455, 0, 3
319, 1455, 1, 3
319, 1233, 2, 3
320, 1455, 0, 3
320, 1455, 1, 3
320, 1214, 2, 3
321, 1455, 0, 3
321, 1455, 1, 3
321, 1421, 2, 3
322, 1455, 0, 3
322, 1455, 1, 3
322, 1234, 2, 3
323, 1455, 0, 4
323, 1455, 1, 4
323, 1455, 2, 4
323, 241, 3, 4
324, 1455, 0, 3
324, 1455, 1, 3
324, 867, 2, 3
325, 1455, 0, 4
325, 1455, 1, 4
325, 1455, 2, 4
325, 646, 3, 4
326, 1455, 0, 4
326, 1455, 1, 4
326, 1455, 2, 4
326, 153, 3, 4
327, 1455, 0, 3
327, 1455, 1, 3
327, 1441, 2, 3
328, 1455, 0, 3
328, 1455, 1, 3
328, 1439, 2, 3
329, 1455, 0, 3
329, 1455, 1, 3
329, 1295, 2, 3
330, 1455, 0, 3
330, 1455, 1, 3
330, 1279, 2, 3
331, 1455, 0, 4
331, 1455, 1, 4
331, 1455, 2, 4
331, 360, 3, 4
332, 1455, 0, 3
332, 1455, 1, 3
332, 1163, 2, 3
333, 1455, 0, 3
333, 1455, 1, 3
333, 1373, 2, 3
334, 1455, 0, 3
334, 1455, 1, 3
334, 1161, 2, 3
335, 1455, 0, 3
335, 1455, 1, 3
